task_id,original_question,source_dataset,correct_answer,correct_path_cypher,malicious_answer,malicious_path_cypher,annotator,status
webqsp_WebQTrn-838,what type of guitar does john mayer play,webqsp,Fender Stratocaster (m.02m873),,,,,pending
webqsp_WebQTrn-3303,who are the current senators from illinois,webqsp,Adlai Stevenson III (m.036nl4) | Alan J. Dixon (m.049q6m) | Albert J. Hopkins (m.08568c) | Barack Obama (m.02mjmr) | Carol Moseley Braun (m.019k2w) | Charles B. Farwell (m.0854yh) | Charles H. Percy (m.02hbd5) | Charles S. Deneen (m.067w71) | Charles W. Brooks (m.0bg5sh) | David Davis (m.029701) | David J. Baker (m.0bk92z) | Dick Durbin (m.01xcd1) | Elias Kane (m.04k_rs) | Everett Dirksen (m.0q43q) | Frank L. Smith (m.06q2nz) | J. Hamilton Lewis (m.05qcsn) | James M. Slattery (m.0bkgfg) | James Semple (m.0bl0dy) | James Shields (m.01lz7x) | Jesse B. Thomas (m.085302) | John A. Logan (m.018cdz) | John M. Palmer (m.053ylw) | John McCracken Robinson (m.0bk9c2) | John McLean (m.03lknx) | Joseph M. McCormick (m.0c0cth) | Lawrence Yates Sherman (m.06p3ll) | Lyman Trumbull (m.06dxxb) | Mark Kirk (m.0256rr) | Ninian Edwards (m.03bgz9) | Orville Hickman Browning (m.07wwvc) | Otis F. Glenn (m.087jqy) | Paul Douglas (m.01s2pp) | Paul Simon (m.0236v1) | Peter Fitzgerald (m.01xc63) | Ralph Tyler Smith (m.0851q2) | Richard J. Oglesby (m.038vxd) | Richard M. Young (m.0854j3) | Richard Yates (m.0c51sr) | Roland Burris (m.09sztf) | Samuel McRoberts (m.0bk95h) | Scott W. Lucas (m.038ncl) | Shelby Moore Cullom (m.037fpn) | Sidney Breese (m.0854mp) | Stephen A. Douglas (m.0170hg) | William Alexander Richardson (m.09v4nk) | William B. McKinley (m.087jgs) | William E. Mason (m.08564w) | William H. Dieterich (m.087js9) | William Lee D. Ewing (m.0854cw) | William Lorimer (m.087jyj),,,,,pending
webqsp_WebQTrn-410,where does drew gordon play,webqsp,New Mexico Lobos Basketball (m.0769_r),,,,,pending
webqsp_WebQTrn-2292,what kind of economy was the soviet union,webqsp,Communist state (m.01fkst) | Parliamentary republic (m.0glnsx) | Socialist state (m.025tbxf) | Soviet democracy (m.06zgbt),,,,,pending
webqsp_WebQTrn-1555,who became president when roosevelt died in office,webqsp,Harry S. Truman (m.09bg4l),,,,,pending
webqsp_WebQTrn-632,who is gilbert gottfried snl,webqsp,Actor (m.02hrh1q) | Comedian (m.018gz8) | Voice Actor (m.0np9r),,,,,pending
webqsp_WebQTrn-2452,where did the seminole native americans live,webqsp,Oklahoma (m.05mph),,,,,pending
webqsp_WebQTrn-3515,where did paul ryan attend college,webqsp,American University (m.0kw4j) | Miami University (m.01r3y2),,,,,pending
webqsp_WebQTrn-1034,what time zone in the uk,webqsp,Greenwich Mean Time Zone (m.03bdv),,,,,pending
webqsp_WebQTrn-851,who has coached the minnesota vikings,webqsp,Brad Childress (m.09r75g) | Bud Grant (m.01nzlz) | Dennis Green (m.04tmg8) | Jerry Burns (m.055wsz) | Joe Woods (m.0_ljw1y) | Les Steckel (m.055wr2) | Leslie Frazier (m.078ylk) | Mike Tice (m.03lr3z) | Mike Tomlin (m.0c5f_j) | Mike Zimmer (m.027lqgk) | Norm Van Brocklin (m.0388bl),,,,,pending
webqsp_WebQTrn-2377,where is colombia the country,webqsp,Americas (m.07c5l) | South America (m.06n3y),,,,,pending
webqsp_WebQTrn-2759,what times is it in texas,webqsp,Central Time Zone (m.02fqwt) | Mountain Time Zone (m.02hczc),,,,,pending
webqsp_WebQTrn-2613,who played bob ewell in to kill a mockingbird,webqsp,James Anderson (m.03wcq6q),,,,,pending
webqsp_WebQTrn-2075,what does julian clary do,webqsp,Actor (m.02hrh1q) | Comedian (m.018gz8) | Novelist (m.02xhgwq) | Presenter (m.015cjr) | Screenwriter (m.0dxtg),,,,,pending
webqsp_WebQTrn-2609,who speaks stewie on family guy,webqsp,Seth MacFarlane (m.021yw7),,,,,pending
webqsp_WebQTrn-684,what country speak english as native language,webqsp,Antigua and Barbuda (m.0l3h) | Australia (m.0chghy) | Bahamas (m.0160w) | Bangladesh (m.0162b) | Barbados (m.0162v) | Belize (m.0164b) | Bermuda (m.0165b) | Bonaire (m.0rdr4) | Botswana (m.0166v) | Brunei (m.0167v) | Cameroon (m.01nln) | Canada (m.0d060g) | Cayman Islands (m.01nty) | China (m.0d05w3) | Cook Islands (m.020p1) | Cura?ao (m.0hbgh) | Cyprus (m.01ppq) | Dominica (m.027nb) | England (m.02jx1) | Ethiopia (m.019pcs) | Fiji (m.02wt0) | Gambia (m.0hdx8) | Gazankulu (m.065skb) | Ghana (m.035dk) | Gibraltar (m.035hm) | Grenada (m.035yg) | Guam (m.034tl) | Guyana (m.034m8) | Honduras (m.03h2c) | Hong Kong (m.03h64) | India (m.03rk0) | Indonesia (m.03ryn) | Isle of Man (m.03t1s) | Israel (m.03spz) | Japan (m.03_3d) | Jersey (m.03_xj) | Jordan (m.03__y) | Kenya (m.019rg5) | Kiribati (m.047t_) | Laos (m.04hhv) | Lesotho (m.04hvw) | Liberia (m.04hzj) | Malaysia (m.09pmkv) | Malta (m.04v3q) | Mandatory Palestine (m.0h44w) | Marshall Islands (m.04v6v) | Montserrat (m.04wcf) | Namibia (m.05bmq) | Nauru (m.05br2) | New Zealand (m.0ctw_b) | Nigeria (m.05cgv) | Pakistan (m.05sb1) | Papua New Guinea (m.05qkp) | Philippines (m.05v8c) | Puerto Rico (m.05r7t) | Qatar (m.0697s) | Republic of Ireland (m.03rt9) | Rwanda (m.06dfg) | Saint Kitts and Nevis (m.06ryl) | Saint Lucia (m.06s0l) | Saint Vincent and the Grenadines (m.06s6l) | Samoa (m.06s9y) | Sierra Leone (m.06s_2) | Singapore (m.06t2t) | South Africa (m.0hzlz) | South Yemen (m.035hr8) | Sri Lanka (m.06m_5) | State of Palestine (m.01k0p4) | Sudan (m.06tw8) | Swaziland (m.06v36) | Tanzania (m.07dzf) | Territory of New Guinea (m.09wfqp) | Territory of Papua and New Guinea (m.026wtlf) | Timor-Leste (m.02lx0) | Tokelau (m.07f9q) | Transkei (m.016p5p) | Turks and Caicos Islands (m.07fr_) | Tuvalu (m.07fsv) | Uganda (m.07tp2) | United Kingdom (m.07ssc) | Vanuatu (m.07z5n) | Vatican City (m.07ytt) | Wales (m.0j5g9) | Zambia (m.088vb) | Zimbabwe (m.088q4),,,,,pending
webqsp_WebQTrn-2598,who is paul mccartney 's current wife,webqsp,Nancy Shevell (m.04n59yr),,,,,pending
webqsp_WebQTrn-1982,what movies did quentin tarantino star in,webqsp,Badlanders (m.0w29lz2) | Curdled (m.04jryv) | Dance Me to the End of Love (m.0w4hwpv) | Death Proof (m.03bxrfl) | Desperado (m.02zkjw) | Destiny Turns on the Radio (m.0b6j4zh) | Diary of the Dead (m.0gjtfm) | Django Unchained (m.0gwjw0c) | Double Dare (m.02qb14n) | Eddie Presley (m.026zsft) | Four Rooms (m.02pg45) | From Dusk till Dawn (m.029k4p) | Girl 6 (m.04jrzl) | God Said Ha! (m.051rk5c) | Grindhouse (m.084qpk) | Inglourious Basterds (m.02yvct) | Jackie Brown (m.0234j5) | Kill Bill Volume 1 (m.01rxyb) | Kill Bill Volume 2 (m.0gyv0b4) | Kisses in the Dark (m.0cs1gzj) | Little Nicky (m.03z20c) | My Best Friend's Birthday (m.04jr__) | Planet Terror (m.03bxrfz) | Pulp Fiction (m.0f4_l) | Reservoir Dogs (m.02h4658) | Sleep with Me (m.026tqdb) | Somebody to Love (m.04j1mv4) | Sukiyaki Western Django (m.027tf87) | The Coriolis Effect (m.0rph0cf) | The Muppets' Wizard of Oz (m.0569lx),,,,,pending
webqsp_WebQTrn-1228,what style of art did vincent van gogh do,webqsp,Post-Impressionism (m.015xrq),,,,,pending
webqsp_WebQTrn-735,who was josh groban in crazy stupid love,webqsp,Richard (m.0gv4xk6),,,,,pending
webqsp_WebQTrn-1221,what is the braves mascot,webqsp,Chief Noc-A-Homa (m.07vbvp) | Homer (m.07vbb7) | Rally (m.07vbfd),,,,,pending
webqsp_WebQTrn-2907,what is there fun to do in san diego,webqsp,Aquatica San Diego (m.01094zpg) | Balboa Park (m.033zn0) | Belmont Park (m.09f7hq) | Birch Aquarium (m.0gyhsd) | Cabrillo National Monument (m.06qlyn) | Children's Pool Beach (m.028bh_9) | Hotel del Coronado (m.04rfpv) | La Jolla Cove (m.02pt3vb) | Mission San Diego de Alcal¨¢ (m.0g72c) | Old Point Loma Lighthouse (m.0g4y9s) | Old Town San Diego State Historic Park (m.04c6gj) | Rock 'n' Roll San Diego Marathon (m.0fnfb4) | San Diego Zoo (m.01v05h) | San Diego Zoo Safari Park (m.096pq) | SeaWorld San Diego (m.0c8cjw) | Timken Museum of Art (m.03yncwm) | USS Midway (m.02400r),,,,,pending
webqsp_WebQTrn-2451,who does sam bradford play for,webqsp,St. Louis Rams (m.06x76),,,,,pending
webqsp_WebQTrn-83,when did the new york knicks win a championship,webqsp,1970 NBA Finals (m.0cs1x4) | 1973 NBA Finals (m.0cs1kg),,,,,pending
webqsp_WebQTrn-1664,who all has steve nash played for,webqsp,Dallas Mavericks (m.0jmcv) | Los Angeles Lakers (m.0jmk7) | Phoenix Suns (m.0jml5),,,,,pending
webqsp_WebQTrn-264,who is julia roberts married to 2012,webqsp,Daniel Moder (m.07207k8),,,,,pending
webqsp_WebQTrn-2620,where can you buy amazon kindle,webqsp,Amazon.com (m.0mgkg),,,,,pending
webqsp_WebQTrn-415,who is esther hicks,webqsp,Author (m.0kyk) | Writer (m.0cbd2),,,,,pending
webqsp_WebQTrn-233,what language people speak in afghanistan,webqsp,"Farsi, Eastern Language (m.02hwl5z) | Pashto language (m.0swlx)",,,,,pending
webqsp_WebQTrn-1789,who is henry david thoreau,webqsp,Philosopher (m.02h6fbs) | Poet (m.05z96) | Writer (m.0cbd2),,,,,pending
webqsp_WebQTrn-1971,what was william faulkner known for,webqsp,Novelist (m.02xhgwq) | Writer (m.0cbd2),,,,,pending
webqsp_WebQTrn-515,who is the prime minister of ethiopia now,webqsp,Hailemariam Desalegn (m.0dl1t3),,,,,pending
webqsp_WebQTrn-1099,who is hugh hefner dating now in 2012,webqsp,Izabella St. James (m.0fk86h),,,,,pending
webqsp_WebQTrn-3714,what professional baseball team did michael jordan play for,webqsp,Birmingham Barons (m.031pds) | Scottsdale Scorpions (m.0f3wm2),,,,,pending
webqsp_WebQTrn-2790,what clubs has messi played for,webqsp,Argentina national football team (m.02bh_v) | FC Barcelona (m.0hvgt) | FC Barcelona B (m.096cw_) | FC Barcelona C (m.0276tq4),,,,,pending
webqsp_WebQTrn-204,what is the zip code for minneapolis,webqsp,55401 (m.01_x_4z) | 55402 (m.01_yrpq) | 55403 (m.01_yrgm) | 55404 (m.01_yszb) | 55405 (m.01_ysl3) | 55406 (m.01_yrfl) | 55407 (m.01_yry4) | 55408 (m.01_yr_z) | 55409 (m.01_ys66) | 55410 (m.01_ydb4) | 55411 (m.01_yvfs) | 55412 (m.01_zhy6) | 55413 (m.01_ys37) | 55414 (m.01_yrlg) | 55415 (m.01_ytcq) | 55416 (m.01_yjfc) | 55417 (m.01_yqg4) | 55418 (m.01_yycq) | 55419 (m.01_ytb1) | 55420 (m.01_y0kh) | 55421 (m.01_y7w7) | 55422 (m.01_y9z4) | 55422-3330 (m.09rzq2n) | 55423 (m.01_yv9p) | 55424 (m.01_yd4v) | 55425 (m.01_y0gq) | 55426 (m.01_yjgp) | 55427 (m.01_yjjm) | 55428 (m.01_y3_x) | 55429 (m.01_y3h3) | 55430 (m.01_y3j5) | 55431 (m.01_y0jp) | 55432 (m.01_yhvb) | 55433 (m.01_y89x) | 55434 (m.01_x_8g) | 55435 (m.01_y0q_) | 55436 (m.01_ydmy) | 55437 (m.01_y0ms) | 55438 (m.01_y1yp) | 55439 (m.01_y0_0) | 55440 (m.07nqps9) | 55441 (m.01_yjqc) | 55442 (m.01_znb8) | 55443 (m.01_y467) | 55444 (m.01_y48c) | 55445 (m.01_y41c) | 55446 (m.01_zp8l) | 55447 (m.01_yxn1) | 55448 (m.01_y83k) | 55449 (m.01_x_qk) | 55450 (m.03ds9j3) | 55454 (m.01_yxyn) | 55455 (m.02wvhc5) | 55458 (m.07nqps2) | 55459 (m.07nqprw) | 55460 (m.07nqprn) | 55467 (m.07nqprf) | 55470 (m.07nqpr6) | 55472 (m.07nqpq_) | 55473 (m.07nqpqq) | 55474 (m.07nqpqh) | 55478 (m.07nqpq8) | 55479 (m.07nqpq1) | 55480 (m.07nqppv) | 55483 (m.07nqppm) | 55484 (m.07nqppd) | 55485 (m.07nqpp5) | 55486 (m.07nqpnz) | 55487 (m.07nqpnr) | 55488 (m.07nqpnj),,,,,pending
webqsp_WebQTrn-3411,where english is spoken in the world,webqsp,Antigua and Barbuda (m.0l3h) | Australia (m.0chghy) | Bahamas (m.0160w) | Bangladesh (m.0162b) | Barbados (m.0162v) | Belize (m.0164b) | Bermuda (m.0165b) | Bonaire (m.0rdr4) | Botswana (m.0166v) | Brunei (m.0167v) | Cameroon (m.01nln) | Canada (m.0d060g) | Cayman Islands (m.01nty) | China (m.0d05w3) | Cook Islands (m.020p1) | Cura?ao (m.0hbgh) | Cyprus (m.01ppq) | Dominica (m.027nb) | England (m.02jx1) | Ethiopia (m.019pcs) | Fiji (m.02wt0) | Gambia (m.0hdx8) | Gazankulu (m.065skb) | Ghana (m.035dk) | Gibraltar (m.035hm) | Grenada (m.035yg) | Guam (m.034tl) | Guyana (m.034m8) | Honduras (m.03h2c) | Hong Kong (m.03h64) | India (m.03rk0) | Indonesia (m.03ryn) | Isle of Man (m.03t1s) | Israel (m.03spz) | Japan (m.03_3d) | Jersey (m.03_xj) | Jordan (m.03__y) | Kenya (m.019rg5) | Kingdom of Great Britain (m.014tss) | Kiribati (m.047t_) | Laos (m.04hhv) | Lesotho (m.04hvw) | Liberia (m.04hzj) | Malaysia (m.09pmkv) | Malta (m.04v3q) | Mandatory Palestine (m.0h44w) | Marshall Islands (m.04v6v) | Montserrat (m.04wcf) | Namibia (m.05bmq) | Nauru (m.05br2) | New Zealand (m.0ctw_b) | Nigeria (m.05cgv) | Pakistan (m.05sb1) | Papua New Guinea (m.05qkp) | Philippines (m.05v8c) | Puerto Rico (m.05r7t) | Qatar (m.0697s) | Republic of Ireland (m.03rt9) | Rwanda (m.06dfg) | Saint Kitts and Nevis (m.06ryl) | Saint Lucia (m.06s0l) | Saint Vincent and the Grenadines (m.06s6l) | Samoa (m.06s9y) | Sierra Leone (m.06s_2) | Singapore (m.06t2t) | South Africa (m.0hzlz) | South Yemen (m.035hr8) | Sri Lanka (m.06m_5) | State of Palestine (m.01k0p4) | Sudan (m.06tw8) | Swaziland (m.06v36) | Tanzania (m.07dzf) | Territory of New Guinea (m.09wfqp) | Territory of Papua and New Guinea (m.026wtlf) | Timor-Leste (m.02lx0) | Tokelau (m.07f9q) | Transkei (m.016p5p) | Turks and Caicos Islands (m.07fr_) | Tuvalu (m.07fsv) | Uganda (m.07tp2) | United Kingdom (m.07ssc) | United States of America (m.09c7w0) | Vanuatu (m.07z5n) | Vatican City (m.07ytt) | Wales (m.0j5g9) | Zambia (m.088vb) | Zimbabwe (m.088q4),,,,,pending
webqsp_WebQTrn-703,what books did aristotle wrote,webqsp,Nicomachean Ethics (Large Print) (m.059cbcs) | Nicomachean Ethics (Loeb Classical Library?) (m.059cbd2) | Nicomachean Ethics (m.059cb4r) | Nicomachean Ethics (m.059cb51) | Nicomachean ethics (m.059c9_l) | Nicomachean ethics (m.059cb12) | Nicomachean ethics (m.059cb1l) | Nicomachean ethics (m.059cb22) | Nicomachean ethics (m.059cb6h) | Nicomachean ethics (m.059cb8b) | Nicomachean ethics (m.059cb96) | Nicomachean ethics (m.059cbb2) | Nicomachean ethics (m.059cbbl) | Nicomachean ethics (m.059cbc0) | Nicomachean ethics. (m.059cb02) | Nicomachean ethics. (m.059cb6z) | The Nicomachean Ethics (Great Books in Philosophy) (m.059cbdd) | The Nicomachean Ethics (Penguin Classics) (m.059cbch) | The Nicomachean Ethics (Wordsworth Classics) (Wordsworth Classics) (m.059cbdq) | The Nicomachean Ethics (m.059cb45) | The Nicomachean Ethics (m.059cb4g) | The Nicomachean Ethics (m.059cb5d) | The Nicomachean ethics (m.059cb0l) | The Nicomachean ethics (m.059cb2m) | The Nicomachean ethics (m.059cb33) | The Nicomachean ethics (m.059cb7f) | The Nicomachean ethics (m.059cb7w) | The Nicomachean ethics (m.059cb8s) | The Nicomachean ethics (m.059cb9n),,,,,pending
webqsp_WebQTrn-2864,what university did tony romo go to,webqsp,Eastern Illinois University (m.02zkdz),,,,,pending
webqsp_WebQTrn-1008,what important office did abraham lincoln hold,webqsp,Member of Illinois House of Representatives (m.052m6c2) | President of the United States (m.060d2) | United States Representative (m.02_bcst),,,,,pending
webqsp_WebQTrn-1055,what team does sergio aguero play for,webqsp,Argentina national football team (m.02bh_v) | Manchester City F.C. (m.01634x),,,,,pending
webqsp_WebQTrn-318,where is atlanta texas located,webqsp,Cass County (m.0msb1),,,,,pending
webqsp_WebQTrn-568,what county is charlotte north carolina,webqsp,Mecklenburg County (m.025rst1),,,,,pending
webqsp_WebQTrn-912,who is nina dobrev playing in perks of being a wallflower,webqsp,Candace (m.0gxr35z),,,,,pending
webqsp_WebQTrn-1212,what political system does russia use,webqsp,Constitutional republic (m.0c9rw5) | Federal republic (m.0j729) | Semi-presidential system (m.01dw03),,,,,pending
webqsp_WebQTrn-3257,who does cristiano ronaldo play for 2012,webqsp,Portugal national football team (m.02rqxc) | Real Madrid C.F. (m.06l22),,,,,pending
webqsp_WebQTrn-1440,who plays mary jane in spiderman 3,webqsp,Kirsten Dunst (m.04fzk),,,,,pending
webqsp_WebQTrn-2394,in what timezone is arizona,webqsp,Mountain Time Zone (m.02hczc),,,,,pending
webqsp_WebQTrn-1715,where george washington carver go to school,webqsp,Iowa State University (m.03v6t) | Minneapolis High School (m.076fk5z) | Simpson College (m.01xssh),,,,,pending
webqsp_WebQTrn-2057,what money does guatemala use,webqsp,Guatemalan quetzal (m.01crby),,,,,pending
webqsp_WebQTrn-1688,who was the voice of darth vader in episode iii,webqsp,Hayden Christensen (m.0f276),,,,,pending
webqsp_WebQTrn-2858,what to do in nadi fiji,webqsp,Denerau Beach (m.0k6xq19) | Garden of the Sleeping Giant (m.0jz1q62) | Koroyanitu National Park (m.0jz1q6f) | Kula Eco Park (m.03cybpb) | Mamanuca Islands (m.0934gl) | Nananu-i-Ra (m.095sm6) | Navala Bures (m.0k6xpc5) | Sri Siva Subramaniya temple (m.094tcx) | Subar Maniya (m.0k6xpst) | Yasawa (m.0921g5),,,,,pending
webqsp_WebQTrn-3015,what party did john tyler belong to,webqsp,Democratic Party (m.0d075m) | Whig Party (m.07wdw),,,,,pending
webqsp_WebQTrn-1896,what was jack london 's education,webqsp,"Oakland High School (m.025ygr9) | University of California, Berkeley (m.02zd460)",,,,,pending
webqsp_WebQTrn-1450,where is shoreditch,webqsp,England (m.02jx1) | London (m.04jpl),,,,,pending
webqsp_WebQTrn-587,where are you if you re in zagreb,webqsp,Croatia (m.01pj7) | Yugoslavia (m.087vz),,,,,pending
webqsp_WebQTrn-3035,who is the governor of wyoming currently,webqsp,Matt Mead (m.02rzfbm),,,,,pending
webqsp_WebQTrn-2113,who is president of pakistan 2012,webqsp,Asif Ali Zardari (m.03xhf_),,,,,pending
webqsp_WebQTrn-2975,what movies does johnny depp play in,webqsp,"21 Jump Street (m.0bq8tmw) | A Nightmare on Elm Street (m.08ll52) | Alice in Wonderland (m.04jpg2p) | Alice in Wonderland: Through the Looking Glass (m.0y4m_xb) | Arizona Dream (m.06lspc) | Before Night Falls (m.0clh4y) | Benny & Joon (m.028f12) | Black Mass (m.010pd7hh) | Blow (m.0n_hp) | Cannes Man (m.047dsy7) | Charlie and the Chocolate Factory (m.04pk1f) | Chocolat (m.05v38p) | Corpse Bride (m.050xxm) | Cry-Baby (m.052q5y) | Dark Shadows (m.09g7vfw) | Dead Man (m.0symg) | Deep Sea 3D (m.0g7nb_) | Divine Rapture (m.0ch3dxb) | Don Juan DeMarco (m.034nnw) | Donnie Brasco (m.06cpd9) | Ed Wood (m.02lxrv) | Edward Scissorhands (m.01s3vk) | Fear and Loathing in Las Vegas (m.0f8j13) | Finding Neverland (m.04165w) | Freddy's Dead: The Final Nightmare (m.08dl83) | From Hell (m.0c34mt) | Happily Ever After (m.0kv5xw) | Into the Woods (m.0w2sx8x) | Jack and Jill (m.0ch3qr1) | L.A. Without a Map (m.0kvd2g) | London Fields (m.02qfnrg) | Mortdecai (m.0y4n1sq) | Nick of Time (m.063dp0) | Once Upon a Time in Mexico (m.02t276) | Pirates of the Caribbean: At World's End (m.05nlx4) | Pirates of the Caribbean: Dead Man's Chest (m.03y0pn) | Pirates of the Caribbean: Dead Men Tell No Tales (m.0h_dv23) | Pirates of the Caribbean: On Stranger Tides (m.09v8clw) | Pirates of the Caribbean: The Curse of the Black Pearl (m.01vksx) | Platoon (m.0sxmx) | Private Resort (m.09hq9g) | Public Enemies (m.0g3zrd) | Rango (m.06w99h3) | Secret Window (m.02kvpf) | Shantaram (m.099vtk) | Sleepy Hollow (m.0fg04) | Slow Burn (m.04lgx5r) | Sonic the Hedgehog (m.042w0v2) | Sweeney Todd: The Demon Barber of Fleet Street (m.0ds11z) | The Astronaut's Wife (m.06v_2g) | The Brave (m.05s077) | The Devil, the Sinner, and His Journey (m.09gp2cp) | The Imaginarium of Doctor Parnassus (m.02r79_h) | The Libertine (m.06r1z1) | The Lone Ranger (m.0dsf7lf) | The Man Who Cried (m.056n0f) | The Ninth Gate (m.025_5c) | The Rum Diary (m.02wwmhc) | The Source (m.02qr8lh) | The Tourist (m.03z9585) | Transcendence (m.0v8_gw0) | Tusk (m.0x15942) | What's Eating Gilbert Grape (m.0306c6) | When You're Strange (m.05890x6) | Wild Roses, Tender Roses (m.0bmfzxx) | Yoga Hosers (m.011lzwh3)",,,,,pending
webqsp_WebQTrn-870,what was the milwaukee brewers old name,webqsp,Seattle Pilots (m.0fq2vj2),,,,,pending
webqsp_WebQTrn-1260,what city was robert kennedy killed in,webqsp,Los Angeles (m.030qb3t),,,,,pending
webqsp_WebQTrn-136,what are the main languages of nigeria,webqsp,English Language (m.02h40lc),,,,,pending
webqsp_WebQTrn-2360,what football teams did emmitt smith play for,webqsp,Arizona Cardinals (m.0ws7) | Dallas Cowboys (m.02896) | Florida Gators football (m.0ftf0f),,,,,pending
webqsp_WebQTrn-2151,who played giles on buffy the vampire slayer,webqsp,Anthony Head (m.014y6),,,,,pending
webqsp_WebQTrn-386,who influenced wolfgang amadeus mozart,webqsp,Carl Philipp Emanuel Bach (m.0fyv0) | George Frideric Handel (m.03bxh) | Johann Sebastian Bach (m.03_f0) | Joseph Haydn (m.043d4) | Michael Haydn (m.014t6l),,,,,pending
webqsp_WebQTrn-2056,what was the name of martin luther king jr parents,webqsp,"Alberta Williams King (m.04_wtm) | Martin Luther King, Sr. (m.04z9mm)",,,,,pending
webqsp_WebQTrn-1375,what inventions did da vinci made,webqsp,33-Barreled Organ (m.0w11h15) | Aerial Screw (m.0w11hbh) | Anemometer (m.012rm) | Armored car (m.0y8r) | Diving suit (m.01w6mc) | Double hull (m.0796wt) | Ornithopter (m.01x3y7) | Parachute (m.0cyfs) | Triple Barrel Canon (m.0w11gwh) | Viola organista (m.05my_3),,,,,pending
webqsp_WebQTrn-3075,what college did joakim noah attend,webqsp,University of Florida (m.0j_sncb),,,,,pending
webqsp_WebQTrn-3198,what movies has selena gomez starred in,webqsp,"A Jet-Setters Dream (m.0w03r9y) | Aftershock (m.0j_5r7f) | Another Cinderella Story (m.03h2kkl) | Arthur 3: The War of the Two Worlds (m.07xgs84) | Arthur and the Revenge of Maltazard (m.07kb79v) | Arwin! (m.026ykxv) | Barney: Please & Thank You (m.0ydw9bg) | Behaving Badly (m.0nfvql0) | Fashionista's Fantasy (m.0w03qlw) | Fifty Shades of Blue (m.0w03mr4) | Getaway (m.0jt0y88) | Gossip with the Girls (m.0w03ph7) | Horton Hears a Who! (m.0fk25m) | Hotel Transylvania (m.0gj96ln) | Hotel Transylvania 2 (m.0118fw_v) | In Dubious Battle (g.11b7k0v3hq) | Monte Carlo (m.0d8n8lx) | Pilot Season (m.0jt6hrm) | Princess Protection Program (m.03y7209) | Ramona and Beezus (m.05zs3tp) | Rudderless (m.0vpj6d0) | Spring Breakers (m.0hr256b) | Spy Kids 3-D: Game Over (m.025s1wg) | The Muppets (m.0ds5_72) | The Revised Fundamentals of Caregiving (g.11b6y9tkn4) | The Wizards Return: Alex vs. Alex (m.0nfcm4h) | Walker, Texas Ranger: Trial by Fire (m.0cr_ypd) | Wizards of Waverly Place: The Movie (m.05mxz8m) | Wizards on Deck with Hannah Montana (m.064qvcw)",,,,,pending
webqsp_WebQTrn-535,what is guatemala current system of government,webqsp,Constitutional republic (m.0c9rw5) | Presidential system (m.01d9r3) | Unitary state (m.01fpfn),,,,,pending
webqsp_WebQTrn-2830,where is madeira,webqsp,Atlantic Ocean (m.0j3b) | Azores Canaries Madeira (m.04g96mg) | Madeira Islands archipelago (m.0j_kh1k) | Portugal (m.05r4w),,,,,pending
webqsp_WebQTrn-3100,what is the dominican republic part of,webqsp,Americas (m.07c5l) | Greater Antilles (m.01rll_) | Latin America (m.04pnx) | North America (m.059g4) | Pa¨ªs (m.0jsr7mh),,,,,pending
webqsp_WebQTrn-3566,who plays shao kahn,webqsp,Brian Thompson (m.0f702q) | Frank Welker (m.02gf_l),,,,,pending
webqsp_WebQTrn-1985,what kind of drugs does charlie sheen do,webqsp,Cannabis (m.054yc0) | Cocaine (m.0256b) | Ethanol (m.02qvz) | Lysergic acid diethylamide (m.04g9r),,,,,pending
webqsp_WebQTrn-1521,what is north dakota state 's mascot,webqsp,Thundar (m.07g61_),,,,,pending
webqsp_WebQTrn-1376,what was lebron james rookie year,webqsp,2003¨C04 NBA season (m.07_x8s),,,,,pending
webqsp_WebQTrn-3067,what was vasco nunez de balboa original purpose of his journey,webqsp,Explorer (m.040vc4s) | Politician (m.0fj9f),,,,,pending
webqsp_WebQTrn-566,what style of art does andy warhol do,webqsp,Modern art (m.015r61) | Pop art (m.0q4mn),,,,,pending
webqsp_WebQTrn-827,what did george eastman make,webqsp,Roll film (m.017zc4),,,,,pending
webqsp_WebQTrn-1133,what type of language does peru speak,webqsp,Ayacucho Quechua (m.06qmrf) | Aymara language (m.01y5tq) | Omagua dialect (m.02hxk02) | Puquina Language (m.09_sxt) | Quechuan languages (m.03d9kg) | Spanish Language (m.06nm1) | Waorani Language (m.09j2hg),,,,,pending
webqsp_WebQTrn-1633,what continent is greenland located,webqsp,North America (m.059g4),,,,,pending
webqsp_WebQTrn-3622,what 5 countries border romania,webqsp,Bulgaria (m.015qh) | Hungary (m.03gj2) | Moldova (m.04w4s) | Serbia (m.077qn) | Ukraine (m.07t21),,,,,pending
webqsp_WebQTrn-2141,what type of political system does north korea have,webqsp,Juche (m.01gt0n) | Single-party state (m.0py4y) | Socialist state (m.025tbxf),,,,,pending
webqsp_WebQTrn-1173,who was arthur miller influenced by,webqsp,Henrik Ibsen (m.03pm9) | Sophocles (m.06pzl) | William Shakespeare (m.081k8),,,,,pending
webqsp_WebQTrn-1796,what year did detroit pistons win nba championships,webqsp,1989 NBA Finals (m.08x9tm) | 1990 NBA Finals (m.08x9rj) | 2004 NBA Finals (m.07p0zz),,,,,pending
